0.00370675;0.001479431
0.010787106;0.00085339
0.017867462;0.000757076
0.024947818;0.000757076
0.032028173;0.000757076
0.039108529;0.000757076
0.046188885;0.000757076
0.052823624;0.000797824
0.060349596;0.001286803
0.067429952;0.000901547
0.074510308;0.000757076
0.081590664;0.001238646
0.088671019;0.001238646
0.095751375;0.000757076
0.102386114;0.000838572
0.109912087;0.001286803
0.116992443;0.001238646
0.124072798;0.000757076
0.131153154;0.001046018
0.138386764;-0.000731206
0.144868249;0.000349593
0.152047631;0.000675579
0.159764228;-0.000646702
0.166554933;-0.000832106
0.173635289;0.000757076
0.181316402;-9.0488E-05
0.187796;-0.000832106
0.194651072;-0.000673188
0.201353272;-0.000136839
0.209640507;-0.000203055
0.216117423;-0.000326457
0.222597022;0.000368609
0.230881574;0.000260456
0.237481094;-7.5353E-05
0.244438846;-3.75153E-05
0.250918445;0.001498694
0.258867753;0.000757076
0.265679914;0.000757076
0.272470618;0.000677617
0.280408568;0.00103752
0.28752442;0.001452343
0.294001337;0.002346258
0.300478253;0.002048286
0.308162048;0.001286803
0.315242404;0.004203743
0.32232276;0.0055487
0.329546153;0.005877773
0.329188559;0.000933652
0.337416791;0.004571113
0.344207496;0.008917973
0.35078722;0.010269045
0.356294164;0.005661959
0.363027143;0.011671141
0.369954244;0.015300499
0.3770346;0.016841524
0.384521483;0.016648896
0.391195311;0.019610554
0.398275667;0.022812996
0.405356023;0.023511273
0.412436379;0.025846889
0.419516734;0.028977096
0.42659709;0.031312712
0.433677446;0.031770204
0.440757802;0.035121934
0.447838157;0.03865666
0.454918513;0.04092004
0.461998869;0.042701851
0.469079225;0.046217314
0.47615958;0.049419756
0.483239936;0.051779451
0.490320292;0.054981894
0.497400648;0.058425121
0.504481004;0.061555329
0.511561359;0.064950399
0.518641715;0.068489941
0.525722071;0.07207764
0.532802427;0.07515969
0.539882782;0.078626996
0.546963138;0.083394543
0.554043494;0.08683777
0.56112385;0.090425469
0.568204205;0.095193015
0.575284561;0.10015319
0.582518171;0.105516966
0.579146573;0.097167454
0.589734924;0.110887392
0.588157935;0.101405272
0.596815279;0.11607872
0.59644517;0.104716068
0.603895635;0.121270048
0.603160367;0.108862204
0.611025113;0.126782001
0.610240723;0.114159477
0.618173223;0.132101578
0.61721498;0.119037626
0.625000306;0.136392503
0.624578856;0.123477245
0.632080662;0.141487975
0.631659212;0.128862807
0.639161018;0.147289751
0.638739568;0.134645664
0.646241373;0.15374738
0.645819924;0.140693384
0.653669106;0.160499301
0.652567717;0.146926509
0.660655358;0.167041279
0.659697114;0.153167202
0.667482441;0.173877019
0.667060991;0.159631137
0.674977485;0.181152436
0.673806103;0.16732322
0.681990529;0.188380618
0.68088914;0.173605148
0.688859904;0.195537823
0.688124637;0.180497641
0.695803864;0.20227545
0.695382414;0.18695624
0.703020616;0.208700644
0.702285348;0.193659328
0.710100972;0.219212957
0.709811321;0.203272874
0.706914812;0.198080514
0.717044931;0.225113626
0.716891677;0.209277024
0.713673333;0.205231833
0.72437856;0.235545249
0.723420316;0.218053397
0.731205643;0.243927155
0.731498005;0.226380179
0.729765051;0.220240775
0.738285998;0.250758115
0.738132744;0.234414995
0.736845406;0.227177681
